2024-10-14 02:06:02,310 - µ¥ÀÌÅÍ ¼­¹ö 34.68.170.234:5000¿¡ ¿¬°áµÇ¾ú½À´Ï´Ù.
2024-10-14 02:06:02,310 - µ¥ÀÌÅÍ ¼­¹ö 34.68.170.234:5000¿¡ ¿¬°á
2024-10-14 02:06:02,310 - Ä³½Ã ¼­¹öÀÇ ÇÒ´çµÈ Æ÷Æ® ¹øÈ£: 61412
2024-10-14 02:06:02,310 - Cache_server°¡ 0.0.0.0:61412¿¡¼­ ½ÇÇà ÁßÀÔ´Ï´Ù.
2024-10-14 02:06:04,556 - µ¥ÀÌÅÍ ¼­¹ö 34.68.170.234:5000¿¡ ¿¬°áµÇ¾ú½À´Ï´Ù.
2024-10-14 02:06:04,572 - µ¥ÀÌÅÍ ¼­¹ö 34.68.170.234:5000¿¡ ¿¬°á
2024-10-14 02:06:04,572 - Ä³½Ã ¼­¹öÀÇ ÇÒ´çµÈ Æ÷Æ® ¹øÈ£: 61424
2024-10-14 02:06:04,572 - Cache_server°¡ 0.0.0.0:61424¿¡¼­ ½ÇÇà ÁßÀÔ´Ï´Ù.
2024-10-14 02:06:07,794 - ¿¬°áµÈ Å¬¶óÀÌ¾ðÆ®: ('127.0.0.1', 61443)
2024-10-14 02:06:07,795 - ¿¬°áµÈ Å¬¶óÀÌ¾ðÆ®: ('127.0.0.1', 61444)
2024-10-14 02:06:09,751 - ¿¬°áµÈ Å¬¶óÀÌ¾ðÆ®: ('127.0.0.1', 61460)
2024-10-14 02:06:09,795 - ¿¬°áµÈ Å¬¶óÀÌ¾ðÆ®: ('127.0.0.1', 61461)
2024-10-14 02:06:11,067 - ¿¬°áµÈ Å¬¶óÀÌ¾ðÆ®: ('127.0.0.1', 61472)
2024-10-14 02:06:11,103 - ¿¬°áµÈ Å¬¶óÀÌ¾ðÆ®: ('127.0.0.1', 61473)
2024-10-14 02:06:14,039 - cache_size: 13, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 13, ³²Àº °ø°£: 25587
2024-10-14 02:06:14,039 - cache_size: 2, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 2, ³²Àº °ø°£: 25598
2024-10-14 02:06:14,161 - cache_size: 8, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 6, ³²Àº °ø°£: 25592
2024-10-14 02:06:14,194 - cache_size: 32, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 19, ³²Àº °ø°£: 25568
2024-10-14 02:06:14,281 - cache_size: 22, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 14, ³²Àº °ø°£: 25578
2024-10-14 02:06:14,317 - ¿¬°áµÈ Å¬¶óÀÌ¾ðÆ®: ('127.0.0.1', 61484)
2024-10-14 02:06:14,363 - cache_size: 50, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 28, ³²Àº °ø°£: 25550
2024-10-14 02:06:14,379 - cache_size: 55, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 23, ³²Àº °ø°£: 25545
2024-10-14 02:06:14,503 - ¿¬°áµÈ Å¬¶óÀÌ¾ðÆ®: ('127.0.0.1', 61483)
2024-10-14 02:06:14,648 - cache_size: 88, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 33, ³²Àº °ø°£: 25512
2024-10-14 02:06:14,872 - cache_size: 129, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 41, ³²Àº °ø°£: 25471
2024-10-14 02:06:15,095 - cache_size: 112, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 32, ³²Àº °ø°£: 25488
2024-10-14 02:06:15,240 - cache_size: 178, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 49, ³²Àº °ø°£: 25422
2024-10-14 02:06:15,429 - cache_size: 152, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 40, ³²Àº °ø°£: 25448
2024-10-14 02:06:15,454 - cache_size: 233, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 55, ³²Àº °ø°£: 25367
2024-10-14 02:06:15,718 - cache_size: 292, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 59, ³²Àº °ø°£: 25308
2024-10-14 02:06:15,938 - cache_size: 216, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 64, ³²Àº °ø°£: 25384
2024-10-14 02:06:16,239 - cache_size: 284, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 68, ³²Àº °ø°£: 25316
2024-10-14 02:06:16,317 - cache_size: 355, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 63, ³²Àº °ø°£: 25245
2024-10-14 02:06:16,559 - cache_size: 420, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 65, ³²Àº °ø°£: 25180
2024-10-14 02:06:16,701 - cache_size: 354, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 70, ³²Àº °ø°£: 25246
2024-10-14 02:06:17,073 - cache_size: 489, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 69, ³²Àº °ø°£: 25111
2024-10-14 02:06:17,353 - cache_size: 434, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 80, ³²Àº °ø°£: 25166
2024-10-14 02:06:17,448 - cache_size: 560, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 71, ³²Àº °ø°£: 25040
2024-10-14 02:06:17,644 - cache_size: 516, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 82, ³²Àº °ø°£: 25084
2024-10-14 02:06:17,755 - cache_size: 637, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 77, ³²Àº °ø°£: 24963
2024-10-14 02:06:18,086 - cache_size: 616, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 100, ³²Àº °ø°£: 24984
2024-10-14 02:06:18,223 - cache_size: 722, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 85, ³²Àº °ø°£: 24878
2024-10-14 02:06:18,390 - cache_size: 718, µ¥ÀÌÅÍ ¼­¹ö·Î ºÎÅÍ ¹ÞÀº ÆÄÀÏ: 102, ³²Àº °ø°£: 24882
